permit_number,facility,address,city,state,zipcode,latitude,longitude
FSP-060-002476,"Top Golf USA,Inc",10900 Westside PKWY,Alpharetta,GA,30009,34.0447874,-84.3082211
FSP-060-002478,"Dunkin Donuts- BC 1766 HMR, LLC",1766 Howell Mill RD,Atlanta,GA,30318,33.8024095,-84.4152764
FSP-060-002479,"Dunkin Donuts, BC 1841 PA LLC",1841 Piedmont RD,Atlanta,GA,30324,33.8080596,-84.3658903
FSP-060-002480,"Dunkin Donuts- BC 610 SSNW, LLC",610 Spring ST NW,Atlanta,GA,30354,33.7709037,-84.3895212
FSP-060-002481,Dunkin Donuts,7804 Senoia RD,Fairburn,GA,30213,33.5438931,-84.5764044
FSP-060-002485,Egg Harbor Cafe,1820 Peachtree RD NW,Atlanta,GA,30309,33.8048801,-84.3944474
FSP-060-002488,Chow Bing,3330 Piedmont RD STE 22B,Atlanta,GA,30305,33.8456113,-84.3729013
FSP-060-002496,Cook Out,403 Moreland AVE,Atlanta,GA,30316,33.7430880,-84.3495835
FSP-060-002498,Tapa Tapa,931 Monroe DR,Atlanta,GA,30308,33.7787545,-84.3670198
FSP-060-002499,Hardee's,7940 Senoia RD,Fairburn,GA,30213,33.5383038,-84.5762056
FSP-060-002506,Lucy Mexican Restaurant,575 Main ST,Palmetto,GA,30268,33.5181694,-84.6689028
FSP-060-002510,Crust Pasta & Pizzeria,131 South Main Street STE H,Alpharetta,GA,30009,34.0721514,-84.2965845
FSP-060-002511,Mama's Cocina,1958 Piedmont RD,Atlanta,GA,30324,33.8109278,-84.3670683
FSP-060-002512,Plaza Theatre Foundation,1049 Ponce De Leon AVE,Atlanta,GA,30306,33.7734567,-84.3530406
FSP-060-002513,TOP GOLF BAR ROOF TERRACE,10900 Westside PKWY,Alpharetta,GA,30009,34.0447874,-84.3082211
FSP-060-002515,Dairy Queen,1519 Norman Berry DR,Atlanta,GA,30344,33.6840452,-84.4385797
FSP-060-002516,The Cheesecake Factory,3393 Peachtree RD NE STE 3076,Atlanta,GA,30326,33.8463350,-84.3635778
FSP-060-002519,Atria North Point,100 Somerby DR,Alpharetta,GA,30009,34.0511714,-84.3065356
FSP-060-002521,Zinburger,3393 Peachtree RD STE 3065,Atlanta,GA,30325,33.8465156,-84.3626785
FSP-060-002524,Delta Flight Museum,1060 Delta BLVD,Atlanta,GA,30354,33.6560730,-84.4223545
FSP-060-002525,La Hacienda,900 Monroe DR NE,Atlanta,GA,30308,33.7791579,-84.3696687
FSP-060-002528,Jimmy Johns,1375 Peachtree RD NE STE 3,Atlanta,GA,30309,33.7924324,-84.3856210
FSP-060-002529,Brickstone Cafe,66 Broad ST NW,Atlanta,GA,30303,33.7559515,-84.3894210
FSP-060-002533,Zoe's Kitchen,1105 Woodstock RD,Roswell,GA,30075,34.0631324,-84.3961304
FSP-060-002536,Little Villa's Pizza,3873 Washington RD,Eastpoint,GA,30344,33.6501161,-84.4907120
FSP-060-002537,Little Ceasars Pizza,6395 Old National HWY STE 500,Atlanta,GA,30349,33.5803058,-84.4695075
FSP-060-002543,Subway # 55363,1100 Hammond Drive STE 410 A,Atlanta,GA,30328,33.9195355,-84.3525657
FSP-060-002545,Polaris,265 Peachtree ST NE,Atlanta,GA,30303,33.7613755,-84.3873556
FSP-060-002546,Garden Hills Concessions,355 Pinetree Drive NE,Atlanta,GA,30305,33.8294033,-84.3762595
FSP-060-002548,Senor Patron,3005 Old Alabama RD STE 2000,Alpharetta,GA,30022,34.0211313,-84.2723215
FSP-060-002555,YOUR PIE,5 Westpaces Ferry RD,Atlanta,GA,30305,33.8397399,-84.3804149
FSP-060-002556,Kramer's (Front) Bar,3167 Roswell RD,Atlanta,GA,30305,33.8415678,-84.3785567
FSP-060-002559,True Food Kitchen,3393 Peachtree RD,Atlanta,GA,30326,33.8465156,-84.3626785
FSP-060-002561,The Painted Pin,737 Miami CIR,Atlanta,GA,30324,33.8303258,-84.3627590
FSP-060-002565,ToGo Bistro,3630 Peachtree RD NE STE 120,Atlanta,GA,30326,33.8544526,-84.3583947
FSP-060-002575,The Original J.R. Crickets,129 North AVE,Atlanta,GA,30308,33.7710289,-84.3831781
FSP-060-002577,Rose & Rye,87 15th ST NE,Atlanta,GA,30309,33.7881497,-84.3846973
FSP-060-002579,Peaches Of Atlanta Kitchen,779 Ralph David Abernathy BLVD,Atlanta,GA,30310,33.7384446,-84.4131673
FSP-060-002581,Bartaco,969 Marietta ST STE 400,Atlanta,GA,30318,33.7787398,-84.4093260
FSP-060-002584,Lastor tas Locas # 8,5841 Roswell RD STE 5,Atlanta,GA,30328,33.9146938,-84.3789066
FSP-060-002589,Rose Bar,3115 Piedmont RD,Atlanta,GA,30305,33.8416752,-84.3693812
FSP-060-002595,Cafe Sunflower Buckhead,2140 Peachtree RD NW STE 290,Atlanta,GA,30309,33.8130585,-84.3938462
FSP-060-002603,Aramark Cafe On 14 Bldg. 2,230 Spring ST FL 14,Atlanta,GA,30303,33.7607065,-84.3893232
FSP-060-002604,Delia's Chicken Sausage Stand,881 Marietta ST,Atlanta,GA,30318,33.7764737,-84.4073150
FSP-060-002605,Burn Lounge,3461 Roosevelt HWY UNIT 15,College Park,GA,30349,33.6221655,-84.5020250
FSP-060-002606,1715 Northside Dr INC d/b/a Diamond Club,1715 Northside DR,Atlanta,GA,30318,33.8017584,-84.4071304
FSP-060-002609,Cafe 7 Building 1,240 Peachtree ST NW,Atlanta,GA,30303,33.7602532,-84.3882930
FSP-060-002610,Mix'd Up Burger Truck,313 Boulevard,Atlanta,GA,30312,33.7628754,-84.3714567
FSP-060-002612,Atlanta Wings II,2047 Stanton RD,Atlanta,GA,30344,33.6991208,-84.4489771
FSP-060-002620,Chipotle #2215,3393 Peachtree RD STE 1017A,Atlanta,GA,30326,33.8465156,-84.3626785
FSP-060-002621,Amelie's,840 Marietta ST NW,Atlanta,GA,30318,33.7753051,-84.4069662
FSP-060-002623,Sandy Springs Cafe,6065 Roswell RD STE 100,Atlanta,GA,30328,33.9201354,-84.3781484
FSP-060-002624,NAT 2 Conference,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-002631,Piedmont Cafe,3500 Piedmont RD STE 115,Atlanta,GA,30305,33.8490481,-84.3771218
FSP-060-002632,Ah-Ma's Taiwanese Kitchen,931 Monroe DR STE 108,Atlanta,GA,30308,33.7787545,-84.3670198
FSP-060-002633,TAQUERIA DELGADO,215 NORTHWOOD DR NE STE 5,Atlanta,GA,30342,33.9104845,-84.3798729
FSP-060-002633,TAQUERIA DELGADO,215 NORTHWOOD DR NE STE 8,Atlanta,GA,30342,33.9104845,-84.3798729
FSP-060-002635,Golf Club of Georgia Kitchen,1 Golf Club DR,Alpharetta,GA,30005,34.0869184,-84.2195636
FSP-060-002636,Golf Club of Georgia Main Bar,1 Golf Club DR,Alpharetta,GA,30005,34.0869184,-84.2195636
FSP-060-002637,Golf Club of Georgia Men's Grill,1 Golf Club DR,Alpharetta,GA,30005,34.0869184,-84.2195636
FSP-060-002646,The Pig & The Pearl,1380 Atlantic DR STE 14180,Atlanta,GA,30363,33.7927258,-84.3978715
FSP-060-002647,CHENNAI EXPRESS RESTAURANT INC,11105 State Bridge RD STE 360,Alpharetta,GA,30022,34.0508074,-84.2242569
FSP-060-002648,"Hola Taqueria & Bar,LLC",688 Holcomb Bridge RD,Roswell,GA,30076,34.0331737,-84.3404423
FSP-060-002651,Village Burger Johns Creek,3005 Old Alabama RD STE 220,Alpharetta,GA,30022,34.0211313,-84.2723215
FSP-060-002655,Smoothie King 1246,3460 Old Milton PKWY,Alpharetta,GA,30005,34.0678095,-84.2600415
FSP-060-002655,Smoothie King 1246,3450 Old Milton PKWY,Alpharetta,GA,30005,34.0680209,-84.2603913
FSP-060-002657,LA PETITE MAISON,6510 Roswell RD,Atlanta,GA,30328,33.9317947,-84.3806410
FSP-060-002664,SMOKIN' MO'S,355 Della Smith LN,Canton,GA,30115,34.2529626,-84.2960308
FSP-060-002666,Dunkin Donuts,2420 Piedmont RD,Atlanta,GA,30324,33.8237243,-84.3692996
FSP-060-002667,Gold Room,2416 Piedmont RD NE,Atlanta,GA,30324,33.8209498,-84.3684556
FSP-060-002668,Chick Fil A College Football Hall Of Fame,246 Marietta ST NW,Atlanta,GA,30313,33.7606450,-84.3957550
FSP-060-002675,Legend Cafe,5110 Old National HWY STE B,College Park,GA,30349,33.6161341,-84.4722260
FSP-060-002676,Red Lobster #6296,3360 Camp Creek PKWY,Atlanta,GA,30344,33.6570206,-84.5000142
FSP-060-002679,"Our House, Inc.",173 Boulevard NE,Atlanta,GA,30312,33.7591755,-84.3717425
FSP-060-002682,Black Bear Tavern,1931 Peachtree RD NE,Atlanta,GA,30309,33.8395461,-84.3796672
FSP-060-002684,OTP Tap & Grill,1475 Holcomb Bridge RD STE 155,Roswell,GA,30076,34.0183755,-84.3177167
FSP-060-002686,Papa John's/Freshens,830 Westview DR,Atlanta,GA,30314,33.7459405,-84.4138320
FSP-060-002690,Hampton Inn & Suites Atlanta Airport West Restaurant,3450 Creek Pointe DR,Atlanta,GA,30344,33.6549100,-84.4997878
FSP-060-002691,First Watch 130,3450 Old Milton PKWY,Alpharetta,GA,30005,34.0680209,-84.2603913
FSP-060-002692,Red Lobster # 0331D,1050 Holcomb Bridge RD,Roswell,GA,30076,34.0246023,-84.3295121
FSP-060-002693,South Main Kitchen,9 South Main Street,Alpharetta,GA,30009,34.0752949,-84.2948860
FSP-060-002694,Chicken Salad Chick,970 North point DR STE B-190,Alpharetta,GA,30022,34.0498434,-84.2843872
FSP-060-002696,Wing Zone,549 8th ST NW,Atlanta,GA,30332,33.7798212,-84.4053428
FSP-060-002699,Makimono,99 Krog ST,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-002700,The International School- Main,2890 North Fulton DR,Atlanta,GA,30305,33.8345488,-84.3785549
FSP-060-002704,Ansley Golf Club Williamsburg Room,196 Montgomery Ferry DR NE,Atlanta,GA,30309,33.8002874,-84.3757539
FSP-060-002706,Lady Bird,684 John Wesley Dobbs AVE STE C,Atlanta,GA,30312,33.7597580,-84.3644735
FSP-060-002709,"Hillside Inc. ""Theresa Stoker Dining Hall""",690 Courtney DR NE,Atlanta,GA,30306,33.7901028,-84.3648764
FSP-060-002710,Metro Family Fun Center- Main Kitchen/Bars 1 & 2,1959 Metropolitan PKWY,Atlanta,GA,30315,33.7003545,-84.4086899
FSP-060-002711,College Football Hall Of Fame,250 Marietta ST,Atlanta,GA,30313,33.7601601,-84.3955309
FSP-060-002712,Mansions at Sandy Springs,3175 River Exchange DR,Norcross,GA,30092,33.9680048,-84.2626952
FSP-060-002713,Cafe 5565,5565 Glenridge Connector,Atlanta,GA,30342,33.9054525,-84.3600377
FSP-060-002715,Metro Family Fun Center- Loft Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,33.7003545,-84.4086899
FSP-060-002716,Metro Family Fun Center- Snack Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,33.7003545,-84.4086899
FSP-060-002717,Metro Family Fun Center- Garage Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,33.7003545,-84.4086899
FSP-060-002719,BAI TONG Thai Restaurant,6955 Mcginnis Ferry RD STE 115,Duluth,GA,30097,34.0612624,-84.1582285
FSP-060-002720,Fairfield Inn & Suites- Downtown Atlanta,54 Peachtree ST SW,Atlanta,GA,30303,33.7528373,-84.3912044
FSP-060-002723,Hungry Cherub,2970 Peachtree RD,Atlanta,GA,30305,33.8363440,-84.3829247
FSP-060-002728,Nosh Table & Tap,11255 Woodstock RD STE 500,Roswell,GA,30075,34.0579414,-84.3828600
FSP-060-002740,Madhouse Sports Bar & Grill,5280 Old National HWY,Atlanta,GA,30349,33.6116259,-84.4713036
FSP-060-002741,Peach &The PorkChop,12040 Etris RD STE D100/110,Roswell,GA,30075,34.0735780,-84.3627896
FSP-060-002743,Bella's Gourmet Kitchen,6600 Peachtree Dunwoody RD,Atlanta,GA,30328,33.9387408,-84.3547800
FSP-060-002752,American Wings & Seafood,1145 Ralph David Abernathy BLVD STE D,Atlanta,GA,30310,33.7384949,-84.4254525
FSP-060-002753,The Hookah Hideway,43 Jesse Hill Jr. DR NE,Atlanta,GA,30303,33.7558118,-84.3800879
FSP-060-002756,Wendy's #133,1940 Piedmont RD,Atlanta,GA,30324,33.8104577,-84.3668419
FSP-060-002757,Wendy's,3350 Shelby LN,Atlanta,GA,30344,33.6574482,-84.5013050
FSP-060-002760,The Southern Gentleman,3035 Peachtree RD STE 208,Atlanta,GA,30305,33.8378927,-84.3807916
FSP-060-002761,Gypsy Kitchen,3035 Peachtree RD STE 209,Atlanta,GA,30305,33.8378927,-84.3807916
FSP-060-002765,Bee Glad Lounge,825 McDaniel ST,Atlanta,GA,30310,33.7323605,-84.4022052
FSP-060-002766,Tony's Deli,2685 Metropolitan PKWY SW STE 10,Atlanta,GA,30315,33.6824756,-84.4090592
FSP-060-002767,Willy's Mexican Grill,6309 Roswell RD STE 1A,Atlanta,GA,30328,33.9271805,-84.3788259
FSP-060-002774,Trinity School,4301 Northside PKWY,Atlanta,GA,30327,33.8644673,-84.4496081
FSP-060-002775,Einstein Bros Bagels,800 Peachtree ST,Atlanta,GA,30308,33.7763668,-84.3848366
FSP-060-002778,Homewood Suites,3405 Bobby Brown PKWY,Atlanta,GA,30344,33.6626165,-84.4303138
FSP-060-002779,McDonald's,834 Cleveland AVE,Atlanta,GA,30344,33.6807122,-84.4163344
FSP-060-002781,Creekside High School,7405 Herndon RD,Fairburn,GA,30213,33.5582459,-84.6273248
FSP-060-002782,Moxie Burger,555 Atlanta ST STE A-600,Roswell,GA,30075,34.0133070,-84.3622556
FSP-060-002783,Marcos Pizza,227 Sandy Springs PL,Sandy Springs,GA,30328,33.9201675,-84.3822513
FSP-060-002789,Events By Juanita,1509 Virginia AVE,Atlanta,GA,30337,33.6597057,-84.4382311
FSP-060-002799,Residence Inn Atlanta Midtown/Georgia Tech,1041 West Peachtree ST,Atlanta,GA,30309,33.7830569,-84.3874890
FSP-060-002801,American Deli,2740 Greenbriar PKWY,Atlanta,GA,30331,33.6886571,-84.4886219
FSP-060-002802,Aisle 5,1123 Euclid AVE NE,Atlanta,GA,30307,33.7642846,-84.3502203
FSP-060-002803,One Eared Stag,1029 Edgewood AVE NE,Atlanta,GA,30307,33.7571779,-84.3541609
FSP-060-002804,Best Pizza & Wings,2818 Camp Creek PKWY,Atlanta,GA,30337,33.6513540,-84.4812432
FSP-060-002806,Camp Creek Middle School,4345 Welcome All RD,Atlanta,GA,30349,33.6376910,-84.5278711
FSP-060-002809,Naan Stop Buckhead LLC,3420 Piedmont RD NE STE A,Atlanta,GA,30305,33.8480158,-84.3740216
FSP-060-002810,Subway #62586,844 Cleveland AVE,Atlanta,GA,30344,33.6786342,-84.4167491
FSP-060-002812,American Deli,3530 Camp Creek PKWY STE 140,Eastpoint,GA,30344,33.6551497,-84.5049645
FSP-060-002813,College Football Hall Of Fame Hot Dog Cart,250 Marietta ST,Atlanta,GA,30303,33.7601601,-84.3955309
FSP-060-002816,Alpha Chi Omega Georgia Tech,741 Brittain DR,Atlanta,GA,30313,33.7748431,-84.3929285
FSP-060-002817,Sweet Auburn Seafood,171 Auburn AVE STE P,Atlanta,GA,30303,33.7554172,-84.3815874
FSP-060-002821,Havana Club Studio,3112 Piedmont RD,Atlanta,GA,30305,33.8410179,-84.3703290
FSP-060-002822,The El Felix,1130 Avalon BLVD STE 1030,Alpharetta,GA,30009,34.0709790,-84.2780971
FSP-060-002823,Ted's Montana Grill,6100 Avalon BLVD,Alpharetta,GA,30009,34.0707966,-84.2760589
FSP-060-002827,Alpha Xi Delta,847 Techwood DR NW,Atlanta,GA,30313,33.7778490,-84.3919055
FSP-060-002828,Subway #6315,131 S. Main ST STE A,Alpharetta,GA,30004,34.0721514,-84.2965845
FSP-060-002829,Subway #2189,10800 Alpharetta HWY STE 224,Roswell,GA,30075,34.0437876,-84.3420447
FSP-060-002830,Phi Mu Sorority House,240 Ferst DR,Atlanta,GA,30318,33.7767710,-84.3947849
FSP-060-002831,Oak Atlanta LLC,950 Third ST,Alpharetta,GA,30009,34.0705872,-84.2791905
FSP-060-002833,Phi Gamma Delta,841 Fowler ST NW,Atlanta,GA,30313,33.7776384,-84.3931748
FSP-060-002834,"Caribou Coffee Company, Suntrust Plaza #243",303 Peachtree ST,Atlanta,GA,30303,33.7628370,-84.3867340
FSP-060-002839,College Football Hall Of Fame BBQ Cart,250 Marietta ST,Atlanta,GA,30303,33.7601601,-84.3955309
FSP-060-002840,Gusto! Wood Fire Grill,1935 Peachtree RD NE,Atlanta,GA,30309,33.8395461,-84.3796672
FSP-060-002841,Figo Pasta,907 Marietta ST,Atlanta,GA,30318,33.7771088,-84.4078896
FSP-060-002843,Cirque Daiquiri Grill,2160 Monroe DR,Atlanta,GA,30324,33.8109697,-84.3700760
FSP-060-002845,Delta Chi Fraternity,176 5th ST,Atlanta,GA,30310,33.7761259,-84.3814997
FSP-060-002851,Katana Steak Sushi,3345 Lenox RD,Atlanta,GA,30326,33.8462509,-84.3586822
FSP-060-002855,Eggs Up Grill,270 Rucker RD STE 125,Alpharetta,GA,30004,34.0794449,-84.3574089
FSP-060-002856,Phi Delta Theta Fraternity,734 Fowler ST NW,Atlanta,GA,30313,33.7746096,-84.3941922
FSP-060-002857,Phi Sigma Kappa,825 Techwood DR,Atlanta,GA,30313,33.7771437,-84.3918612
FSP-060-002858,Burger Fi,190 Marietta ST STE 222,Atlanta,GA,30303,33.7590584,-84.3950221
FSP-060-002860,Regal Cinemas Avalon Stadium 12,3950 1 St ST,Alpharetta,GA,30009,34.0718937,-84.2765171
FSP-060-002862,Marlow's Tavern Avalon,3900 1 St ST,Alpharetta,GA,30009,34.0718674,-84.2757500
FSP-060-002864,Tau Kappa Epsilon,159 5th ST NW,Atlanta,GA,30313,33.7773086,-84.3923036
FSP-060-002865,Cooks & Soldiers,691 14th ST NW,Atlanta,GA,30318,33.7862223,-84.4107829
FSP-060-002866,Yumbii Commissary,2127 Liddell DR NE,Atlanta,GA,30324,33.8118946,-84.3627279
FSP-060-002867,Theta Xi Fraternity,773 Techwood DR NW,Atlanta,GA,30313,33.7758086,-84.3916764
FSP-060-002868,Goldbergs Avalon Inc,3180 Avalon BLVD,Alpharetta,GA,30009,34.0708888,-84.2767359
FSP-060-002870,Pinkberry,200 Avalon BLVD,Alpharetta,GA,30009,34.0707838,-84.2768493
FSP-060-002872,Chi Phi Fraternity,720 Fowler ST NW,Atlanta,GA,30313,33.7743630,-84.3941366
FSP-060-002873,Sigma Alpha Epsilon,221 4th ST NW,Atlanta,GA,30313,33.7761319,-84.3944884
FSP-060-002874,"CRU AVALON,LP",300 Avalon BLVD,Alpharetta,GA,30009,34.0707839,-84.2768493
FSP-060-002878,Le Bilboquet,3035 Peachtree RD NE STE 180,Atlanta,GA,30305,33.8378748,-84.3807798
FSP-060-002879,Chattahoochee Hills Charter School,9670 Rivertown RD,Fairburn,GA,30213,33.5800939,-84.7033732
FSP-060-002882,Sarpino's Pizzeria,1000 Northside DR NW STE 700,Atlanta,GA,30318,33.7822608,-84.4078280
FSP-060-002885,"Ruth's Chris Steak House (Alpharetta Sizzling,LLC) (after hours)",11655 Haynes Bridge RD,Alpharetta,GA,30009,34.0646111,-84.2914871
FSP-060-002888,Pi Kappa Phi,220 Ferst DR,Atlanta,GA,30318,33.7767031,-84.3943385
FSP-060-002889,Delta Upsilon,154 5th ST NW,Atlanta,GA,30313,33.7766640,-84.3923394
FSP-060-002890,Pizza Bar,3560 Camp Creek PKWY STE 130,Atlanta,GA,30344,33.6546597,-84.5058878
FSP-060-002893,Big Daddy's Southern Cuisine,121 Martin Luther King Jr. DR,Atlanta,GA,30303,33.7520139,-84.3917585
FSP-060-002894,Sweet Hut Bakery & Cafe,933 Peachtree ST STE 935,Atlanta,GA,30309,33.7795904,-84.3837317
FSP-060-002895,Kitchen 501,501 Fairburn RD SW,Atlanta,GA,30331,33.7398760,-84.5125816
FSP-060-002897,Salad Express,1171 Lavista RD NE,Atlanta,GA,30324,33.8177160,-84.3501830
FSP-060-002900,Little TartBakeShop,99 Krog ST STE K,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-002902,Hop City Craft Beer &Wine,99 Krog ST STE E,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-002903,Fred' s Yalla,99 Krog ST STE L-N,Atlanta,GA,30307,33.7569000,-84.3642012
FSP-060-002909,Garrett Popcorn Shops,3393 Peachtree RD NE STE 2026 A,Atlanta,GA,30326,33.8463350,-84.3635778
FSP-060-002910,PiJiu Belly,678 10th ST NW,Atlanta,GA,30318,33.7813438,-84.4096748
FSP-060-002911,Jeni's Splendid Ice Cream,99 Krog ST STE 2,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-002912,NAGOYA,910 Marietta HWY STE 110,Roswell,GA,30075,34.0046853,-84.3891517
FSP-060-002914,"Christ The King Habilitation Services, Inc.",5155 Scofield RD,Atlanta,GA,30349,33.6145675,-84.4634934
FSP-060-002916,Grand Champion BBQ LLC,99 Krog ST STE P,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-002917,Westside Creamery,5285 Happy Valley CIR SW,Atlanta,GA,30331,33.6907813,-84.5627349
FSP-060-002918,Doraku Buckhead,262 Buckhead AVE STE C352,Atlanta,GA,30305,33.8383566,-84.3792071
FSP-060-002919,Doraku Buckhead Bar,262 Buckhead AVE STE C352,Atlanta,GA,30305,33.8383566,-84.3792071
FSP-060-002921,Subway,32 Decatur ST,Atlanta,GA,30303,33.7538583,-84.3885624
FSP-060-002922,American Deli,363 Hill ST,Atlanta,GA,30312,33.7447628,-84.3796471
FSP-060-002925,Blake's On The Park Restaurant & Bar,227 10th ST NE,Atlanta,GA,30309,33.7814748,-84.3799550
FSP-060-002926,Blake's On The Park Upstairs Patio & Bar,227 10th ST NE,Atlanta,GA,30309,33.7814748,-84.3799550
FSP-060-002927,Taste Cafeteria @ Georgia Pacific Center,133 Peachtree ST NE,Atlanta,GA,30303,33.7574424,-84.3875514
FSP-060-002928,Georgia Pacific Center Coffee Shop,133 Peachtree ST NE,Atlanta,GA,30303,33.7574424,-84.3875514
FSP-060-002930,ATL Taco,3393 Peachtree RD NE UNIT 3065B,Atlanta,GA,30326,33.8463350,-84.3635778
FSP-060-002931,Kona Grill,5100 Avalon BLVD,Alpharetta,GA,30009,34.0714809,-84.2761098
FSP-060-002933,Another Broken Egg Cafe,11030 Medlock Bridge RD STE 110,Duluth,GA,30097,34.0508033,-84.1763184
FSP-060-002934,Big Al's Gourmet Butter Made Burgers,2221 Peachtree RD NE STE G,Atlanta,GA,30309,33.8147290,-84.3910812
FSP-060-002935,Made Kitchen & Cocktails (after hours),45 BRoswell ST,Alpharetta,GA,30009,34.0745359,-84.2968843
FSP-060-002942,Lucky China Wings & Sub,455 North Ave NE STE D,Atlanta,GA,30308,33.7706001,-84.3723174
FSP-060-002943,Panda Express #2455,350 Ferst DR,Atlanta,GA,30332,33.7737600,-84.3985450
FSP-060-002945,"Aramark Cafe #3, Bldg. 2",230 Spring ST,Atlanta,GA,30303,33.7607065,-84.3893232
FSP-060-002948,Twin Smokers BBQ,300 Marietta ST STE 104,Atlanta,GA,30313,33.7614221,-84.3962946
FSP-060-002953,Ellery's,2008 Campbellton RD SW,Atlanta,GA,30311,33.7066134,-84.4553778
FSP-060-002955,Sunrise Detox Cafe,4500 North Point PKWY,Alpharetta,GA,30022,34.0582077,-84.2666035
FSP-060-002959,BA At Porsche Cars North America,One Porsche DR,Atlanta,GA,30354,33.6519985,-84.3986753
FSP-060-002960,Cook Out,544 Ponce De Leon AVE,Atlanta,GA,30308,33.7742862,-84.3691964
FSP-060-002961,Cook Out Northside Drive,1112 Northside DR,Atlanta,GA,30318,33.7853510,-84.4078691
FSP-060-002962,St. James Live,3220 Butner RD STE 230-240,Atlanta,GA,30331,33.6666176,-84.5495739
FSP-060-002963,El Mexicano,1341 Moreland AVE,Atlanta,GA,30316,33.7180560,-84.3498916
FSP-060-002964,Bezoria,903 Peachtree ST NE,Atlanta,GA,30309,33.7792143,-84.3838145
FSP-060-002965,Gold Line Bistro,945 E Paces Ferry RD,Atlanta,GA,30326,33.8463953,-84.3561356
FSP-060-002974,Jittery Joe's,181 peachtree ST NE,Atlanta,GA,30303,33.7586524,-84.3871576
FSP-060-002975,Bada Bings,349 Decatur ST SE,Atlanta,GA,30303,33.7498984,-84.3777015
FSP-060-002979,Country Gardens Senior Living,7175 Lester RD,Union City,GA,30291,33.5603468,-84.5225875
FSP-060-002983,Jus D's,1221 Joseph E. Boone BLVD,Atlanta,GA,30344,33.7640958,-84.4276520
FSP-060-002985,Cigar City Club,5006 Roswell RD,Atlanta,GA,30342,33.8914351,-84.3817822
FSP-060-002986,Antico Pizza Avalon LLC,2200 Avalon BLVD STE 3185,Alpharetta,GA,30009,34.0707877,-84.2771700
FSP-060-002988,Kumari Indian Kitchen,13020 Morris RD STE J,Alpharetta,GA,30004,34.0969240,-84.2605070
FSP-060-002989,Africa Home Taste Restaurant,4841 Old National HWY,Atlanta,GA,30349,33.6238370,-84.4766980
FSP-060-002991,Aimbridge Concessions Inc Dba Hyatt Place Alpharetta,5595 Windward PKWY,Alpharetta,GA,30004,34.0862061,-84.2645465
FSP-060-002993,Piedmont At Buckhead-A.L.,650 Phipps BLVD,Atlanta,GA,30326,33.8538910,-84.3651306
FSP-060-002994,Piedmont At Buckhead,650 Phipps BLVD,Atlanta,GA,30326,33.8538910,-84.3651306
FSP-060-002995,Kelz Kitchen,156 Forsyth ST STE B,Atlanta,GA,30303,33.7501668,-84.3951657
FSP-060-002997,Souper Jenny Westside,1082 Huff RD,Atlanta,GA,30318,33.7889876,-84.4228879
FSP-060-002999,The Garden Bar & Grill,3437 Bobby Brown PKWY,Atlanta,GA,30344,33.6611382,-84.4313395
FSP-060-003002,Nectar,1125 peachtree ST,Atlanta,GA,30309,33.7850968,-84.3826033
FSP-060-003003,Haveli Indian Cuisine,225 Ted Turner DR,Atlanta,GA,30306,33.7607097,-84.3890332
FSP-060-003004,CHICK FIL- A - Aramark,830 Westview DR SW,Atlanta,GA,30314,33.7459405,-84.4138320
FSP-060-003008,Wegman Group LLC dba Adele's On Canton,1169 Canton ST STE 100,Roswell,GA,30075,34.0303213,-84.3610029
FSP-060-003010,Dos Margaritas# 5,12460 Crabapple RD STE 601,Alpharetta,GA,30004,34.0854166,-84.3571625
FSP-060-003013,Southern Roots Cafe,285 Andrew Young International BLVD,Atlanta,GA,30313,33.7608222,-84.4011801
FSP-060-003016,Taverna Plaka,2196 Cheshire Bridge RD,Atlanta,GA,30324,33.8148439,-84.3536305
FSP-060-003017,TACO BELL,106 South Main ST,Alpharetta,GA,30009,34.0720881,-84.2955001
FSP-060-003018,J&M 168 Corporation DBA Chin Chin V,1100 Hammond DR STE 400 A,Atlanta,GA,30328,33.9195231,-84.3525744
FSP-060-003020,Towne Place Suites Atlanta Buckhead (Food),820 SidneyMarcus BLVD,Atlanta,GA,30324,33.8261888,-84.3610645
FSP-060-003021,Holiday Inn Express & Suites Atlanta Buckhead,800 Sidney Marcus BLVD,Atlanta,GA,30324,33.8262647,-84.3618255
FSP-060-003025,Knockouts Bar And Lounge,4807 Old National HWY,Atlanta,GA,30337,33.6234248,-84.4769655
FSP-060-003026,American Deli,2091 Campbellton RD,Atlanta,GA,30311,33.7069833,-84.4568303
FSP-060-003028,Colleta LLC,900 3rd ST,Alpharetta,GA,30009,34.0710208,-84.2791905
FSP-060-003030,Superica Kitchen,99 Krog ST STE C,Atlanta,GA,30307,33.7571089,-84.3638400
